gmTs,Match_No,Date,League,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Vote_Home,Vote_Draw,Vote_Away,Public_Pick,Is_Upset
250040,3,2024-11-30,LaLiga,Valladolid,Ath Madrid,0,5,A,5.9,16.9,77.2,A,0
250040,4,2024-11-30,EPL,Wolves,Bournemouth,2,4,A,34.0,26.4,39.6,A,0
250040,5,2024-11-30,EPL,Crystal Palace,Newcastle,1,1,D,32.6,26.3,41.1,A,1
250040,6,2024-11-30,LaLiga,Espanol,Celta,3,1,H,28.8,28.0,43.2,A,1
250040,7,2024-11-30,LaLiga,Alaves,Leganes,1,1,D,66.2,21.0,12.8,H,1
250040,8,2024-11-30,EPL,West Ham,Arsenal,2,5,A,2.5,15.8,81.7,A,0
250040,9,2024-11-30,EPL,Nott'm Forest,Ipswich,1,0,H,69.2,18.6,12.2,H,0
250040,10,2024-11-30,LaLiga,Barcelona,Las Palmas,1,2,A,88.0,8.4,3.6,H,1
250040,11,2024-12-01,EPL,Burnley,Luton,1,1,D,47.4,26.3,26.3,H,1
250040,12,2024-12-01,LaLiga,Sevilla,Alaves,2,3,A,49.6,27.9,22.6,H,1
250040,13,2024-12-02,LaLiga,Almeria,Ath Bilbao,0,0,D,14.1,17.7,68.2,A,1
250040,14,2024-12-02,EPL,Crystal Palace,Chelsea,1,3,A,16.2,18.9,64.9,A,0
250041,1,2024-11-30,EPL,West Ham,Arsenal,2,5,A,2.5,15.8,81.7,A,0
250041,2,2024-11-30,EPL,Nott'm Forest,Ipswich,1,0,H,69.2,18.6,12.2,H,0
250041,3,2024-11-30,LaLiga,Barcelona,Las Palmas,1,2,A,88.0,8.4,3.6,H,1
250041,4,2024-12-01,EPL,Burnley,Luton,1,1,D,47.4,26.3,26.3,H,1
250041,5,2024-12-01,LaLiga,Sevilla,Alaves,2,3,A,49.6,27.9,22.6,H,1
250041,6,2024-12-02,LaLiga,Almeria,Ath Bilbao,0,0,D,14.1,17.7,68.2,A,1
250041,7,2024-12-02,EPL,Crystal Palace,Chelsea,1,3,A,16.2,18.9,64.9,A,0
250041,8,2024-12-04,LaLiga,Betis,Celta,2,1,H,45.1,27.9,27.1,H,0
250041,9,2024-12-05,EPL,Man United,Arsenal,0,1,A,0.4,12.9,86.7,A,0
250041,10,2024-12-05,LaLiga,Cadiz,Getafe,1,0,H,45.3,29.7,25.0,H,0
250041,11,2024-12-05,LaLiga,Ath Madrid,Celta,1,0,H,83.2,14.9,1.8,H,0
250041,12,2024-12-05,LaLiga,Valencia,Vallecano,0,0,D,42.2,30.6,27.1,H,1
250041,13,2024-12-05,LaLiga,Betis,Almeria,3,2,H,88.0,13.0,-1.0,H,0
250041,14,2024-12-13,LaLiga,Valladolid,Valencia,1,0,H,30.3,30.3,39.4,A,1
250042,1,2024-12-04,LaLiga,Betis,Celta,2,1,H,45.1,27.9,27.1,H,0
250042,2,2024-12-05,EPL,Man United,Arsenal,0,1,A,0.4,12.9,86.7,A,0
250042,3,2024-12-05,LaLiga,Cadiz,Getafe,1,0,H,45.3,29.7,25.0,H,0
250042,4,2024-12-05,LaLiga,Ath Madrid,Celta,1,0,H,83.2,14.9,1.8,H,0
250042,5,2024-12-05,LaLiga,Valencia,Vallecano,0,0,D,42.2,30.6,27.1,H,1
250042,6,2024-12-05,LaLiga,Betis,Almeria,3,2,H,88.0,13.0,-1.0,H,0
250042,7,2024-12-13,LaLiga,Valladolid,Valencia,1,0,H,30.3,30.3,39.4,A,1
250042,8,2024-12-14,EPL,Arsenal,Everton,0,0,D,88.0,10.9,1.1,H,1
250042,9,2024-12-14,EPL,Liverpool,Fulham,2,2,D,88.0,12.9,-0.9,H,1
250042,10,2024-12-14,EPL,Newcastle,Leicester,4,0,H,88.0,11.9,0.1,H,0
250042,11,2024-12-14,EPL,Wolves,Ipswich,1,2,A,50.0,25.0,25.0,H,1
250042,12,2024-12-14,LaLiga,Mallorca,Girona,2,1,H,40.8,30.3,28.9,H,0
250042,13,2024-12-14,LaLiga,Vallecano,Real Madrid,3,3,D,6.9,18.5,74.6,A,1
250042,14,2024-12-14,LaLiga,Sevilla,Celta,1,0,H,42.7,28.9,28.4,H,0
250043,1,2024-12-14,EPL,Arsenal,Everton,0,0,D,88.0,10.9,1.1,H,1
250043,2,2024-12-14,EPL,Liverpool,Fulham,2,2,D,88.0,12.9,-0.9,H,1
250043,3,2024-12-14,EPL,Newcastle,Leicester,4,0,H,88.0,11.9,0.1,H,0
250043,4,2024-12-14,EPL,Wolves,Ipswich,1,2,A,50.0,25.0,25.0,H,1
250043,5,2024-12-14,LaLiga,Mallorca,Girona,2,1,H,40.8,30.3,28.9,H,0
250043,6,2024-12-14,LaLiga,Vallecano,Real Madrid,3,3,D,6.9,18.5,74.6,A,1
250043,7,2024-12-14,LaLiga,Sevilla,Celta,1,0,H,42.7,28.9,28.4,H,0
250043,8,2024-12-14,LaLiga,Espanol,Osasuna,0,0,D,34.3,29.5,36.3,A,1
250043,9,2024-12-14,EPL,Nott'm Forest,Aston Villa,2,1,H,36.1,28.8,35.2,H,0
250043,10,2024-12-15,LaLiga,Villarreal,Betis,1,2,A,67.0,18.5,14.4,H,1
250043,11,2024-12-15,EPL,Southampton,Tottenham,0,5,A,13.0,15.8,71.2,A,0
250043,12,2024-12-15,EPL,Brighton,Crystal Palace,1,3,A,63.7,18.6,17.6,H,1
250043,13,2024-12-15,EPL,Chelsea,Brentford,2,1,H,88.0,11.9,0.1,H,0
250043,14,2024-12-15,EPL,Man City,Man United,1,2,A,75.2,15.7,9.1,H,1
250044,1,2024-12-14,LaLiga,Espanol,Osasuna,0,0,D,34.3,29.5,36.3,A,1
250044,2,2024-12-14,EPL,Nott'm Forest,Aston Villa,2,1,H,36.1,28.8,35.2,H,0
250044,3,2024-12-15,LaLiga,Villarreal,Betis,1,2,A,67.0,18.5,14.4,H,1
250044,4,2024-12-15,EPL,Southampton,Tottenham,0,5,A,13.0,15.8,71.2,A,0
250044,5,2024-12-15,EPL,Brighton,Crystal Palace,1,3,A,63.7,18.6,17.6,H,1
250044,6,2024-12-15,EPL,Chelsea,Brentford,2,1,H,88.0,11.9,0.1,H,0
250044,7,2024-12-15,EPL,Man City,Man United,1,2,A,75.2,15.7,9.1,H,1
250044,8,2024-12-15,LaLiga,Alaves,Ath Bilbao,1,1,D,26.1,30.3,43.7,A,1
250044,9,2024-12-15,LaLiga,Sociedad,Las Palmas,0,0,D,83.4,16.2,0.4,H,1
250044,10,2024-12-15,LaLiga,Ath Madrid,Getafe,1,0,H,84.5,16.4,-0.9,H,0
250044,11,2024-12-15,LaLiga,Barcelona,Leganes,0,1,A,88.0,8.8,3.2,H,1
250044,12,2024-12-16,EPL,Bournemouth,West Ham,1,1,D,70.1,17.9,12.0,H,1
250044,13,2024-12-18,LaLiga,Espanol,Valencia,1,1,D,36.6,31.7,31.7,H,1
250044,14,2024-12-18,LaLiga,Villarreal,Vallecano,1,1,D,65.8,19.7,14.5,H,1
250045,1,2024-12-15,LaLiga,Alaves,Ath Bilbao,1,1,D,26.1,30.3,43.7,A,1
250045,2,2024-12-15,LaLiga,Sociedad,Las Palmas,0,0,D,83.4,16.2,0.4,H,1
250045,3,2024-12-15,LaLiga,Ath Madrid,Getafe,1,0,H,84.5,16.4,-0.9,H,0
250045,4,2024-12-15,LaLiga,Barcelona,Leganes,0,1,A,88.0,8.8,3.2,H,1
250045,5,2024-12-16,EPL,Bournemouth,West Ham,1,1,D,70.1,17.9,12.0,H,1
250045,6,2024-12-18,LaLiga,Espanol,Valencia,1,1,D,36.6,31.7,31.7,H,1
250045,7,2024-12-18,LaLiga,Villarreal,Vallecano,1,1,D,65.8,19.7,14.5,H,1
250045,8,2024-12-20,LaLiga,Girona,Valladolid,3,0,H,86.3,14.3,-0.6,H,0
250045,9,2024-12-21,EPL,Crystal Palace,Arsenal,1,5,A,5.6,17.1,77.3,A,0
250045,10,2024-12-21,LaLiga,Getafe,Mallorca,0,1,A,41.2,34.5,24.3,H,1
250045,11,2024-12-21,EPL,West Ham,Brighton,1,1,D,33.3,25.9,40.8,A,1
250045,12,2024-12-21,EPL,Ipswich,Newcastle,0,4,A,12.6,19.0,68.5,A,0
250045,13,2024-12-21,LaLiga,Osasuna,Ath Bilbao,1,2,A,24.3,30.6,45.1,A,0
250045,14,2024-12-21,EPL,Aston Villa,Man City,2,1,H,29.2,25.6,45.2,A,1
250046,1,2024-12-20,LaLiga,Girona,Valladolid,3,0,H,86.3,14.3,-0.6,H,0
250046,2,2024-12-21,EPL,Crystal Palace,Arsenal,1,5,A,5.6,17.1,77.3,A,0
250046,3,2024-12-21,LaLiga,Getafe,Mallorca,0,1,A,41.2,34.5,24.3,H,1
250046,4,2024-12-21,EPL,West Ham,Brighton,1,1,D,33.3,25.9,40.8,A,1
250046,5,2024-12-21,EPL,Ipswich,Newcastle,0,4,A,12.6,19.0,68.5,A,0
250046,6,2024-12-21,LaLiga,Osasuna,Ath Bilbao,1,2,A,24.3,30.6,45.1,A,0
250046,7,2024-12-21,EPL,Aston Villa,Man City,2,1,H,29.2,25.6,45.2,A,1
250046,8,2024-12-21,LaLiga,Celta,Sociedad,2,0,H,32.8,30.7,36.6,A,1
250046,9,2024-12-21,LaLiga,Barcelona,Ath Madrid,1,2,A,62.9,18.9,18.2,H,1
250046,10,2024-12-21,EPL,Brentford,Nott'm Forest,0,2,A,41.1,26.3,32.6,H,1
250046,11,2024-12-22,LaLiga,Real Madrid,Sevilla,4,2,H,88.0,13.1,-1.1,H,0
250046,12,2024-12-22,LaLiga,Leganes,Villarreal,2,5,A,22.6,27.9,49.6,A,0
250046,13,2024-12-22,LaLiga,Betis,Vallecano,1,1,D,66.0,20.4,13.6,H,1
250046,14,2024-12-22,LaLiga,Valencia,Alaves,2,2,D,42.2,30.6,27.1,H,1
250047,1,2024-12-21,LaLiga,Celta,Sociedad,2,0,H,32.8,30.7,36.6,A,1
250047,2,2024-12-21,LaLiga,Barcelona,Ath Madrid,1,2,A,62.9,18.9,18.2,H,1
250047,3,2024-12-21,EPL,Brentford,Nott'm Forest,0,2,A,41.1,26.3,32.6,H,1
250047,4,2024-12-22,LaLiga,Real Madrid,Sevilla,4,2,H,88.0,13.1,-1.1,H,0
250047,5,2024-12-22,LaLiga,Leganes,Villarreal,2,5,A,22.6,27.9,49.6,A,0
250047,6,2024-12-22,LaLiga,Betis,Vallecano,1,1,D,66.0,20.4,13.6,H,1
250047,7,2024-12-22,LaLiga,Valencia,Alaves,2,2,D,42.2,30.6,27.1,H,1
250047,8,2024-12-22,EPL,Leicester,Wolves,0,3,A,37.1,27.8,35.1,H,1
250047,9,2024-12-22,EPL,Fulham,Southampton,0,0,D,83.2,14.9,1.8,H,1
250047,10,2024-12-22,EPL,Man United,Bournemouth,0,3,A,65.7,18.7,15.6,H,1
250047,11,2024-12-22,EPL,Tottenham,Liverpool,3,6,A,13.4,17.9,68.8,A,0
250047,12,2024-12-22,LaLiga,Las Palmas,Espanol,1,0,H,64.4,19.9,15.7,H,0
250047,13,2024-12-22,EPL,Everton,Chelsea,0,0,D,10.0,16.9,73.1,A,1
250047,14,2024-12-26,EPL,Newcastle,Aston Villa,3,0,H,49.7,25.0,25.3,H,0
250048,1,2024-12-22,EPL,Leicester,Wolves,0,3,A,37.1,27.8,35.1,H,1
250048,2,2024-12-22,EPL,Fulham,Southampton,0,0,D,83.2,14.9,1.8,H,1
250048,3,2024-12-22,EPL,Man United,Bournemouth,0,3,A,65.7,18.7,15.6,H,1
250048,4,2024-12-22,EPL,Tottenham,Liverpool,3,6,A,13.4,17.9,68.8,A,0
250048,5,2024-12-22,LaLiga,Las Palmas,Espanol,1,0,H,64.4,19.9,15.7,H,0
250048,6,2024-12-22,EPL,Everton,Chelsea,0,0,D,10.0,16.9,73.1,A,1
250048,7,2024-12-26,EPL,Newcastle,Aston Villa,3,0,H,49.7,25.0,25.3,H,0
250048,8,2024-12-26,EPL,Liverpool,Leicester,3,1,H,88.0,6.0,6.0,H,0
250048,9,2024-12-26,EPL,Nott'm Forest,Tottenham,1,0,H,41.5,25.4,33.1,H,0
250048,10,2024-12-26,EPL,Man City,Everton,1,1,D,88.0,12.8,-0.8,H,1
250048,11,2024-12-26,EPL,Chelsea,Fulham,1,2,A,80.2,15.0,4.8,H,1
250048,12,2024-12-26,EPL,Wolves,Man United,2,0,H,24.4,25.7,49.9,A,1
250048,13,2024-12-26,EPL,Southampton,West Ham,0,1,A,29.4,27.3,43.4,A,0
250048,14,2024-12-26,EPL,Bournemouth,Crystal Palace,0,0,D,50.0,25.0,25.0,H,1
250049,1,2024-12-26,EPL,Liverpool,Leicester,3,1,H,88.0,6.0,6.0,H,0
250049,2,2024-12-26,EPL,Nott'm Forest,Tottenham,1,0,H,41.5,25.4,33.1,H,0
250049,3,2024-12-26,EPL,Man City,Everton,1,1,D,88.0,12.8,-0.8,H,1
250049,4,2024-12-26,EPL,Chelsea,Fulham,1,2,A,80.2,15.0,4.8,H,1
250049,5,2024-12-26,EPL,Wolves,Man United,2,0,H,24.4,25.7,49.9,A,1
250049,6,2024-12-26,EPL,Southampton,West Ham,0,1,A,29.4,27.3,43.4,A,0
250049,7,2024-12-26,EPL,Bournemouth,Crystal Palace,0,0,D,50.0,25.0,25.0,H,1
250049,8,2024-12-27,EPL,Arsenal,Ipswich,1,0,H,88.0,7.9,4.1,H,0
250049,9,2024-12-27,EPL,Brighton,Brentford,0,0,D,72.9,16.4,10.8,H,1
250049,10,2024-12-29,EPL,Leicester,Man City,0,2,A,-0.5,13.0,87.5,A,0
250049,11,2024-12-29,EPL,Tottenham,Wolves,2,2,D,73.5,14.1,12.4,H,1
250049,12,2024-12-29,EPL,Fulham,Bournemouth,2,2,D,41.0,26.2,32.8,H,1
250049,13,2024-12-29,EPL,Everton,Nott'm Forest,0,2,A,36.5,29.6,33.9,H,1
250049,14,2024-12-29,EPL,Crystal Palace,Southampton,2,1,H,74.1,17.9,8.1,H,0
250050,1,2024-12-27,EPL,Arsenal,Ipswich,1,0,H,88.0,7.9,4.1,H,0
250050,2,2024-12-27,EPL,Brighton,Brentford,0,0,D,72.9,16.4,10.8,H,1
250050,3,2024-12-29,EPL,Leicester,Man City,0,2,A,-0.5,13.0,87.5,A,0
250050,4,2024-12-29,EPL,Tottenham,Wolves,2,2,D,73.5,14.1,12.4,H,1
250050,5,2024-12-29,EPL,Fulham,Bournemouth,2,2,D,41.0,26.2,32.8,H,1
250050,6,2024-12-29,EPL,Everton,Nott'm Forest,0,2,A,36.5,29.6,33.9,H,1
250050,7,2024-12-29,EPL,Crystal Palace,Southampton,2,1,H,74.1,17.9,8.1,H,0
250050,8,2024-12-29,EPL,West Ham,Liverpool,0,5,A,1.4,14.2,84.5,A,0
250050,9,2024-12-30,EPL,Ipswich,Chelsea,2,0,H,2.8,14.8,82.4,A,1
250050,10,2024-12-30,EPL,Aston Villa,Brighton,2,2,D,49.3,24.7,26.0,H,1
250050,11,2024-12-30,EPL,Man United,Newcastle,0,2,A,34.9,27.4,37.7,A,0
250050,12,2025-01-01,EPL,Brentford,Arsenal,1,3,A,3.1,14.9,82.0,A,0
250050,13,2025-01-02,EPL,Wolves,Aston Villa,2,0,H,28.7,26.3,45.1,A,1
250050,14,2025-01-02,EPL,Bournemouth,Liverpool,0,2,A,12.4,16.5,71.2,A,0
250051,1,2024-12-29,EPL,West Ham,Liverpool,0,5,A,1.4,14.2,84.5,A,0
250051,2,2024-12-30,EPL,Ipswich,Chelsea,2,0,H,2.8,14.8,82.4,A,1
250051,3,2024-12-30,EPL,Aston Villa,Brighton,2,2,D,49.3,24.7,26.0,H,1
250051,4,2024-12-30,EPL,Man United,Newcastle,0,2,A,34.9,27.4,37.7,A,0
250051,5,2025-01-01,EPL,Brentford,Arsenal,1,3,A,3.1,14.9,82.0,A,0
250051,6,2025-01-02,EPL,Wolves,Aston Villa,2,0,H,28.7,26.3,45.1,A,1
250051,7,2025-01-02,EPL,Bournemouth,Liverpool,0,2,A,12.4,16.5,71.2,A,0
250051,8,2025-01-02,EPL,Nott'm Forest,Brighton,7,0,H,39.5,26.9,33.6,H,0
250051,9,2025-01-02,EPL,Newcastle,Fulham,1,2,A,70.1,17.9,12.0,H,1
250051,10,2025-01-02,LaLiga,Villarreal,Valladolid,5,1,H,88.0,10.1,1.9,H,0
250051,11,2025-01-02,LaLiga,Espanol,Real Madrid,1,0,H,-0.4,12.4,88.0,A,1
250051,12,2025-01-02,LaLiga,Getafe,Sevilla,0,0,D,38.5,32.5,29.0,H,1
250051,13,2025-01-02,EPL,Everton,Leicester,4,0,H,67.4,18.9,13.8,H,0
250051,14,2025-01-02,LaLiga,Ath Madrid,Mallorca,2,0,H,84.0,16.3,-0.3,H,0
250052,1,2025-01-02,EPL,Nott'm Forest,Brighton,7,0,H,39.5,26.9,33.6,H,0
250052,2,2025-01-02,EPL,Newcastle,Fulham,1,2,A,70.1,17.9,12.0,H,1
250052,3,2025-01-02,LaLiga,Villarreal,Valladolid,5,1,H,88.0,10.1,1.9,H,0
250052,4,2025-01-02,LaLiga,Espanol,Real Madrid,1,0,H,-0.4,12.4,88.0,A,1
250052,5,2025-01-02,LaLiga,Getafe,Sevilla,0,0,D,38.5,32.5,29.0,H,1
250052,6,2025-01-02,EPL,Everton,Leicester,4,0,H,67.4,18.9,13.8,H,0
250052,7,2025-01-02,LaLiga,Ath Madrid,Mallorca,2,0,H,84.0,16.3,-0.3,H,0
250052,8,2025-01-02,EPL,Ipswich,Southampton,1,2,A,48.7,26.4,25.0,H,1
250052,9,2025-01-03,LaLiga,Girona,Celta,2,2,D,43.4,27.3,29.4,H,1
250052,10,2025-01-03,LaLiga,Vallecano,Sevilla,1,1,D,41.4,29.8,28.9,H,1
250052,11,2025-01-03,LaLiga,Ath Madrid,Ath Bilbao,1,0,H,46.4,27.2,26.4,H,0
250052,12,2025-01-03,LaLiga,Betis,Real Madrid,2,1,H,14.1,17.7,68.2,A,1
250052,13,2025-01-04,EPL,Wolves,West Ham,1,0,H,37.8,29.6,32.6,H,0
250052,14,2025-01-04,EPL,Nott'm Forest,Man United,1,0,H,41.3,28.0,30.7,H,0
250053,1,2025-01-02,EPL,Ipswich,Southampton,1,2,A,48.7,26.4,25.0,H,1
250053,2,2025-01-03,LaLiga,Girona,Celta,2,2,D,43.4,27.3,29.4,H,1
250053,3,2025-01-03,LaLiga,Vallecano,Sevilla,1,1,D,41.4,29.8,28.9,H,1
250053,4,2025-01-03,LaLiga,Ath Madrid,Ath Bilbao,1,0,H,46.4,27.2,26.4,H,0
250053,5,2025-01-03,LaLiga,Betis,Real Madrid,2,1,H,14.1,17.7,68.2,A,1
250053,6,2025-01-04,EPL,Wolves,West Ham,1,0,H,37.8,29.6,32.6,H,0
250053,7,2025-01-04,EPL,Nott'm Forest,Man United,1,0,H,41.3,28.0,30.7,H,0
250053,8,2025-01-04,EPL,Arsenal,Fulham,2,1,H,80.5,16.5,3.0,H,0
250053,9,2025-01-05,EPL,Nott'm Forest,Brentford,0,2,A,43.9,27.0,29.1,H,1
250053,10,2025-01-13,LaLiga,Sociedad,Villarreal,1,0,H,47.5,28.8,23.7,H,0
250053,11,2025-01-14,EPL,Brentford,Man City,2,2,D,10.9,16.8,72.4,A,1
250053,12,2025-01-14,EPL,Nott'm Forest,Liverpool,1,1,D,9.2,17.4,73.4,A,1
250053,13,2025-01-14,EPL,West Ham,Fulham,3,2,H,31.8,28.1,40.1,A,1
250053,14,2025-01-14,EPL,Chelsea,Bournemouth,2,2,D,80.2,15.0,4.8,H,1
250054,1,2025-01-04,EPL,Arsenal,Fulham,2,1,H,80.5,16.5,3.0,H,0
250054,2,2025-01-05,EPL,Nott'm Forest,Brentford,0,2,A,43.9,27.0,29.1,H,1
250054,3,2025-01-13,LaLiga,Sociedad,Villarreal,1,0,H,47.5,28.8,23.7,H,0
250054,4,2025-01-14,EPL,Brentford,Man City,2,2,D,10.9,16.8,72.4,A,1
250054,5,2025-01-14,EPL,Nott'm Forest,Liverpool,1,1,D,9.2,17.4,73.4,A,1
250054,6,2025-01-14,EPL,West Ham,Fulham,3,2,H,31.8,28.1,40.1,A,1
250054,7,2025-01-14,EPL,Chelsea,Bournemouth,2,2,D,80.2,15.0,4.8,H,1
250054,8,2025-01-15,EPL,Everton,Aston Villa,0,1,A,29.2,29.6,41.2,A,0
250054,9,2025-01-15,EPL,Leicester,Crystal Palace,0,2,A,24.2,26.3,49.5,A,0
250054,10,2025-01-15,EPL,Newcastle,Wolves,3,0,H,88.0,13.1,-1.1,H,0
250054,11,2025-01-15,EPL,Arsenal,Tottenham,2,1,H,85.2,13.6,1.1,H,0
250054,12,2025-01-16,EPL,Ipswich,Brighton,0,2,A,24.4,25.7,49.9,A,0
250054,13,2025-01-16,EPL,Man United,Southampton,3,1,H,88.0,11.9,0.1,H,0
250054,14,2025-01-17,LaLiga,Espanol,Valladolid,2,1,H,67.6,20.9,11.5,H,0
250055,1,2025-01-15,EPL,Everton,Aston Villa,0,1,A,29.2,29.6,41.2,A,0
250055,2,2025-01-15,EPL,Leicester,Crystal Palace,0,2,A,24.2,26.3,49.5,A,0
250055,3,2025-01-15,EPL,Newcastle,Wolves,3,0,H,88.0,13.1,-1.1,H,0
250055,4,2025-01-15,EPL,Arsenal,Tottenham,2,1,H,85.2,13.6,1.1,H,0
250055,5,2025-01-16,EPL,Ipswich,Brighton,0,2,A,24.4,25.7,49.9,A,0
250055,6,2025-01-16,EPL,Man United,Southampton,3,1,H,88.0,11.9,0.1,H,0
250055,7,2025-01-17,LaLiga,Espanol,Valladolid,2,1,H,67.6,20.9,11.5,H,0
250055,8,2025-01-18,EPL,Arsenal,Aston Villa,2,2,D,79.1,17.4,3.5,H,1
250055,9,2025-01-18,EPL,Leicester,Fulham,0,2,A,15.1,19.2,65.7,A,0
250055,10,2025-01-18,EPL,Brentford,Liverpool,0,2,A,2.6,14.2,83.2,A,0
250055,11,2025-01-18,EPL,Newcastle,Bournemouth,1,4,A,73.1,16.9,10.0,H,1
250055,12,2025-01-18,LaLiga,Betis,Alaves,1,3,A,67.4,19.7,12.9,H,1
250055,13,2025-01-18,LaLiga,Leganes,Ath Madrid,1,0,H,3.7,17.7,78.7,A,1
250055,14,2025-01-18,LaLiga,Girona,Sevilla,1,2,A,49.4,27.0,23.6,H,1
250056,1,2025-01-18,EPL,Arsenal,Aston Villa,2,2,D,79.1,17.4,3.5,H,1
250056,2,2025-01-18,EPL,Leicester,Fulham,0,2,A,15.1,19.2,65.7,A,0
250056,3,2025-01-18,EPL,Brentford,Liverpool,0,2,A,2.6,14.2,83.2,A,0
250056,4,2025-01-18,EPL,Newcastle,Bournemouth,1,4,A,73.1,16.9,10.0,H,1
250056,5,2025-01-18,LaLiga,Betis,Alaves,1,3,A,67.4,19.7,12.9,H,1
250056,6,2025-01-18,LaLiga,Leganes,Ath Madrid,1,0,H,3.7,17.7,78.7,A,1
250056,7,2025-01-18,LaLiga,Girona,Sevilla,1,2,A,49.4,27.0,23.6,H,1
250056,8,2025-01-18,EPL,West Ham,Crystal Palace,0,2,A,36.6,27.2,36.2,H,1
250056,9,2025-01-18,LaLiga,Getafe,Barcelona,1,1,D,4.4,16.9,78.7,A,1
250056,10,2025-01-19,EPL,Everton,Tottenham,3,2,H,34.0,27.2,38.8,A,1
250056,11,2025-01-19,EPL,Man United,Brighton,1,3,A,45.1,26.3,28.7,H,1
250056,12,2025-01-19,EPL,Nott'm Forest,Southampton,3,2,H,85.4,14.9,-0.3,H,0
250056,13,2025-01-19,EPL,Ipswich,Man City,0,6,A,-0.3,13.5,86.8,A,0
250056,14,2025-01-19,LaLiga,Real Madrid,Las Palmas,4,1,H,88.0,9.4,2.6,H,0
250057,1,2025-01-18,EPL,West Ham,Crystal Palace,0,2,A,36.6,27.2,36.2,H,1
250057,2,2025-01-18,LaLiga,Getafe,Barcelona,1,1,D,4.4,16.9,78.7,A,1
250057,3,2025-01-19,EPL,Everton,Tottenham,3,2,H,34.0,27.2,38.8,A,1
250057,4,2025-01-19,EPL,Man United,Brighton,1,3,A,45.1,26.3,28.7,H,1
250057,5,2025-01-19,EPL,Nott'm Forest,Southampton,3,2,H,85.4,14.9,-0.3,H,0
250057,6,2025-01-19,EPL,Ipswich,Man City,0,6,A,-0.3,13.5,86.8,A,0
250057,7,2025-01-19,LaLiga,Real Madrid,Las Palmas,4,1,H,88.0,9.4,2.6,H,0
250057,8,2025-01-19,LaLiga,Osasuna,Vallecano,1,1,D,43.8,31.4,24.8,H,1
250057,9,2025-01-19,LaLiga,Valencia,Sociedad,1,0,H,30.8,31.8,37.4,A,1
250057,10,2025-01-19,LaLiga,Celta,Ath Bilbao,1,2,A,33.9,29.6,36.5,A,0
250057,11,2025-01-20,LaLiga,Villarreal,Mallorca,4,0,H,68.5,20.3,11.1,H,0
250057,12,2025-01-20,EPL,Chelsea,Wolves,3,1,H,86.5,12.3,1.3,H,0
250057,13,2025-01-24,LaLiga,Las Palmas,Osasuna,1,1,D,37.9,30.5,31.6,H,1
250057,14,2025-01-25,EPL,Brighton,Everton,0,1,A,71.5,19.1,9.4,H,1
250058,1,2025-01-19,LaLiga,Osasuna,Vallecano,1,1,D,43.8,31.4,24.8,H,1
250058,2,2025-01-19,LaLiga,Valencia,Sociedad,1,0,H,30.8,31.8,37.4,A,1
250058,3,2025-01-19,LaLiga,Celta,Ath Bilbao,1,2,A,33.9,29.6,36.5,A,0
250058,4,2025-01-20,LaLiga,Villarreal,Mallorca,4,0,H,68.5,20.3,11.1,H,0
250058,5,2025-01-20,EPL,Chelsea,Wolves,3,1,H,86.5,12.3,1.3,H,0
250058,6,2025-01-24,LaLiga,Las Palmas,Osasuna,1,1,D,37.9,30.5,31.6,H,1
250058,7,2025-01-25,EPL,Brighton,Everton,0,1,A,71.5,19.1,9.4,H,1
250058,8,2025-01-25,LaLiga,Mallorca,Betis,0,1,A,41.8,31.3,26.9,H,1
250058,9,2025-01-25,LaLiga,Valladolid,Real Madrid,0,3,A,0.1,11.9,88.0,A,0
250058,10,2025-01-25,EPL,Liverpool,Ipswich,4,1,H,88.0,6.0,6.0,H,0
250058,11,2025-01-25,EPL,Bournemouth,Nott'm Forest,5,0,H,46.4,25.7,28.0,H,0
250058,12,2025-01-25,EPL,Wolves,Arsenal,0,1,A,2.5,15.8,81.7,A,0
250058,13,2025-01-25,LaLiga,Ath Madrid,Villarreal,1,1,D,70.1,17.9,12.0,H,1
250058,14,2025-01-25,LaLiga,Sevilla,Espanol,1,1,D,69.2,18.6,12.2,H,1
250059,1,2025-01-25,LaLiga,Mallorca,Betis,0,1,A,41.8,31.3,26.9,H,1
250059,2,2025-01-25,LaLiga,Valladolid,Real Madrid,0,3,A,0.1,11.9,88.0,A,0
250059,3,2025-01-25,EPL,Liverpool,Ipswich,4,1,H,88.0,6.0,6.0,H,0
250059,4,2025-01-25,EPL,Bournemouth,Nott'm Forest,5,0,H,46.4,25.7,28.0,H,0
250059,5,2025-01-25,EPL,Wolves,Arsenal,0,1,A,2.5,15.8,81.7,A,0
250059,6,2025-01-25,LaLiga,Ath Madrid,Villarreal,1,1,D,70.1,17.9,12.0,H,1
250059,7,2025-01-25,LaLiga,Sevilla,Espanol,1,1,D,69.2,18.6,12.2,H,1
250059,8,2025-01-25,EPL,Man City,Chelsea,3,1,H,46.9,24.0,29.1,H,0
250059,9,2025-01-25,EPL,Southampton,Newcastle,1,3,A,2.4,13.6,84.0,A,0
250059,10,2025-01-26,LaLiga,Ath Bilbao,Leganes,0,0,D,85.6,14.2,0.2,H,1
250059,11,2025-01-26,LaLiga,Sociedad,Getafe,0,3,A,68.2,21.1,10.7,H,1
